course_id,course_title,is_paid,price,num_subscribers,num_reviews,course_level,subject,date_published
1070968,Ultimate Investment Banking Course,True,200,2147,23,All,Business Finance,2017-01-18 20:58:58+00:00
1113822,Complete GST Course & Certification - Grow Your CA Practice,True,75,2792,923,All,Business Finance,2017-03-09 16:34:20+00:00
1006314,Financial Modeling for Business Analysts and Consultants,True,45,2174,74,Intermediate,Business Finance,2016-12-19 19:26:30+00:00
1210588,Beginner to Pro - Financial Analysis in Excel 2017,True,95,2451,11,All,Business Finance,2017-05-30 20:07:24+00:00
1011058,How To Maximize Your Profits Trading Options,True,200,1276,45,Intermediate,Business Finance,2016-12-13 14:57:18+00:00
192870,Trading Penny Stocks: A Guide for All Levels In 2017,True,150,9221,138,All,Business Finance,2014-05-02 15:13:30+00:00
739964,Investing And Trading For Beginners: Mastering Price Charts,True,65,1540,178,Introductory,Business Finance,2016-02-21 18:23:12+00:00
403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",True,95,2917,148,All,Business Finance,2015-01-30 22:13:03+00:00
476268,Options Trading 3 : Advanced Stock Profit and Success Method,True,195,5172,34,Advanced,Business Finance,2015-05-28 00:14:03+00:00
1167710,The Only Investment Strategy You Need For Your Retirement,True,200,827,14,All,Business Finance,2017-04-18 18:13:32+00:00
592338,Forex Trading Secrets of the Pros With Amazon's AWS,True,200,4284,93,All,Business Finance,2015-09-11 16:47:02+00:00
975046,Trading Options With Money Flow,True,200,1380,42,All,Business Finance,2016-10-18 22:52:31+00:00
742602,Financial Management Risk and Return For Securities,True,30,3607,21,All,Business Finance,2016-02-03 18:04:01+00:00
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,True,195,4061,52,All,Business Finance,2016-03-16 15:40:19+00:00
1196544,Python Algo Trading: Sentiment Trading with News,True,200,294,19,All,Business Finance,2017-04-28 16:41:44+00:00
504036,Short Selling: Learn To Sell Stocks Before The Fall,True,75,2276,106,Intermediate,Business Finance,2015-06-22 21:18:35+00:00
719698,Basic Technical Analysis: Learn the structure of the market,True,20,4919,79,Introductory,Business Finance,2016-01-08 17:21:26+00:00
564966,The Complete Chart Pattern Trading Course: A Proven Approach,True,200,2666,115,All,Business Finance,2015-08-10 21:07:35+00:00
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,True,50,5354,24,All,Business Finance,2015-09-21 18:10:34+00:00
58977,Financial Statements Made Easy,True,95,8095,249,Introductory,Business Finance,2013-06-09 00:21:26+00:00
1242604,Winning Forex Trading with Live Forex Trading Examples,True,200,809,3,All,Business Finance,2017-06-06 02:54:04+00:00
798740,Forex Traders - Create Your First Trading Robot. No Coding!,True,200,2295,84,All,Business Finance,2016-05-02 19:26:48+00:00
506568,Create A Business From Home Trading Stocks Today In 2017,True,75,10149,83,All,Business Finance,2015-05-26 17:25:46+00:00
1020760,Introduction to Accounting : Mastering Financial Statements,True,50,1916,38,Introductory,Business Finance,2016-12-05 22:14:17+00:00
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,True,45,2507,333,All,Business Finance,2016-05-30 18:53:46+00:00
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,True,150,5786,518,All,Business Finance,2015-01-31 15:34:05+00:00
353044,Investing 101: The Complete Online Investing Course,True,200,5334,373,All,Business Finance,2014-11-28 17:49:03+00:00
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,True,175,4005,237,Intermediate,Business Finance,2015-04-12 20:13:47+00:00
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),True,150,2877,103,All,Business Finance,2016-04-26 22:41:46+00:00
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,True,140,1026,25,Introductory,Business Finance,2017-06-27 22:21:31+00:00
1170894,Python Algo Stock Trading: Automate Your Trading!,True,95,1165,21,Introductory,Business Finance,2017-05-28 23:41:03+00:00
948974,THE Forex Robot: Incredible ROI (Robot Included),True,200,1843,171,All,Business Finance,2016-10-04 15:20:57+00:00
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,True,45,8797,449,All,Business Finance,2015-01-09 03:55:15+00:00
1217778,Mastering High Probability Iron Condor Options Trading,True,200,1030,11,All,Business Finance,2017-06-01 05:22:08+00:00
1246208,The Complete Short Course on Ethereum,True,200,1041,12,All,Business Finance,2017-06-11 19:02:03+00:00
434774,Options Trading Stocks: Proven Toolbox For Financial Success,True,195,7884,118,Intermediate,Business Finance,2015-05-19 23:25:41+00:00
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,True,195,16900,2476,Introductory,Business Finance,2014-12-12 23:58:39+00:00
888716,"Introduction to Finance, Accounting, Modeling and Valuation",True,200,11441,1118,All,Business Finance,2016-06-28 06:12:23+00:00
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,True,195,22257,2697,All,Business Finance,2014-11-25 23:00:40+00:00
965832,The Complete Investment Banking Course 2017,True,195,8575,809,All,Business Finance,2016-10-10 16:16:26+00:00
648826,The Complete Financial Analyst Course 2017,True,195,24481,2347,All,Business Finance,2016-01-21 01:38:48+00:00
1035472,Python for Finance: Investment Fundamentals & Data Analytics,True,195,3811,278,All,Business Finance,2017-03-30 22:17:09+00:00
1154754,Financial Modeling for Startups & Small Businesses,True,195,4991,137,Introductory,Business Finance,2017-03-29 22:36:05+00:00
627540,Options Trading - How to Win with Weekly Options,True,115,7489,1190,Intermediate,Business Finance,2015-10-22 21:54:28+00:00
301442,Black Algo Trading: Build Your Trading Robot,True,200,20195,1113,All,Business Finance,2014-10-27 22:01:36+00:00
640100,Accounting & Financial Statement Analysis: Complete Training,True,150,10042,594,All,Business Finance,2015-10-22 00:03:48+00:00
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,True,95,367,42,All,Business Finance,2017-06-21 23:18:47+00:00
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,True,200,10603,872,All,Business Finance,2014-10-12 21:19:11+00:00
1214702,Three Steps Trading - Live Trading - Real Account,True,190,1197,11,All,Business Finance,2017-05-24 23:02:07+00:00
848664,Option Trading for Rookies:  Understand Options Completely,True,150,2893,65,All,Business Finance,2016-08-10 15:27:06+00:00
1142570,How I Learned Stock Trading (and How You Can Too),True,200,1580,12,Advanced,Business Finance,2017-05-02 21:20:54+00:00
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,True,95,10605,71,All,Business Finance,2014-10-24 18:13:49+00:00
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,True,125,2996,200,Intermediate,Business Finance,2015-03-09 00:24:38+00:00
885974,Four Fundamentals of Financial Planning,True,30,6219,23,All,Business Finance,2017-02-14 04:42:58+00:00
1151092,Options Trading - Calendar Spread Course for Every Trader,True,200,1113,11,All,Business Finance,2017-04-02 21:46:00+00:00
358326,Dividend Investing: Build Your Portfolio for a Better Future,True,60,8314,83,Introductory,Business Finance,2015-01-24 06:31:19+00:00
153210,Learn Accounting. Understand Business.,True,200,5572,123,Introductory,Business Finance,2014-03-27 17:58:37+00:00
834836,How to Consistently Win Trading Stocks in 30 Days or Less,True,145,1433,169,Intermediate,Business Finance,2016-05-09 05:44:33+00:00
1171994,A Beginner's Guide to Quantopian Futures API,True,20,936,6,Intermediate,Business Finance,2017-04-11 00:59:50+00:00
1239068,How to Buy Cheap Options - Options Trading Pricing Model,True,200,658,2,All,Business Finance,2017-06-02 18:12:45+00:00
985922,Excel Crash Course: Master Excel for Financial Analysis,True,105,8121,689,All,Business Finance,2016-10-18 00:51:59+00:00
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",True,60,4187,600,Introductory,Business Finance,2016-02-29 18:45:41+00:00
165964,Stock Trading Ninja: Complete System For Trading Success,True,155,9445,497,All,Business Finance,2014-02-19 19:04:28+00:00
855172,Hedge and Mutual Fund Careers: The Complete Guide,True,200,3255,340,All,Business Finance,2016-06-20 20:17:12+00:00
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,True,185,7941,713,All,Business Finance,2014-08-11 08:01:14+00:00
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,True,150,1680,158,All,Business Finance,2016-11-26 04:09:14+00:00
43319,Options Trading Basics (3-Course Bundle),True,180,10100,985,Introductory,Business Finance,2013-02-25 11:36:06+00:00
408440,How to Win 97% of Your Options Trades,True,125,5050,461,All,Business Finance,2015-02-10 04:21:40+00:00
918688,How I Make Consistent Returns Trading Options,True,200,2310,162,All,Business Finance,2016-10-05 17:42:52+00:00
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",True,185,5528,506,All,Business Finance,2015-02-19 11:31:27+00:00
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",True,125,6451,237,All,Business Finance,2014-04-16 13:58:31+00:00
401784,Options Trading Introduction: Day Trade Stock Options,True,95,12394,218,Introductory,Business Finance,2015-02-20 21:39:41+00:00
1122792,The Almost Perfect Options Trading Strategy System - Unique,True,200,1793,18,All,Business Finance,2017-03-03 21:43:05+00:00
709500,Forex Trading -  Learn to Trade Forex Like the Banks,True,20,3223,240,All,Business Finance,2016-03-30 15:29:03+00:00
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,True,60,16385,273,Introductory,Business Finance,2014-09-02 03:53:13+00:00
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,True,200,1487,16,All,Business Finance,2017-03-08 21:09:41+00:00
834558,What Finance Job is for You? Explanation of 14 Finance Roles,True,200,2951,232,All,Business Finance,2016-05-04 05:22:32+00:00
551968,The Blueprint for Successful Stock Trading,True,120,2697,331,All,Business Finance,2015-08-13 18:58:05+00:00
1005658,Trading for Beginners - Intermediate Level,True,150,3979,40,Introductory,Business Finance,2016-11-09 01:45:20+00:00
746432,Start Trading Stocks Using Technical Analysis!,True,25,3190,244,All,Business Finance,2016-02-03 17:10:31+00:00
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,True,200,1406,71,Advanced,Business Finance,2017-01-18 20:55:27+00:00
284118,VPS for Forex Trading - Protect Your Forex Robots,True,160,4252,225,All,Business Finance,2014-09-19 04:07:58+00:00
302562,Introduction to Accounting: The Language of Business,True,20,11958,370,Introductory,Business Finance,2014-10-02 09:16:55+00:00
596598,Basic Excel for Basic Bookkeeping and Accounting,True,95,7743,340,Introductory,Business Finance,2015-09-10 00:30:48+00:00
860890,"Using 'The Greeks To Understand Options""",True,50,2134,55,All,Business Finance,2016-07-13 18:37:40+00:00
951050,Trading Options For Consistent Returns: Calendar Spreads,True,200,1214,69,All,Business Finance,2016-10-07 04:58:46+00:00
796450,How to Create Your Personal Budget,True,20,3870,53,All,Business Finance,2016-03-21 21:09:49+00:00
502772,The Complete Value Investing Course: A Proven Approach,True,200,2146,212,All,Business Finance,2015-06-16 22:43:07+00:00
1102462,FOREX Trading with Price Action,True,195,484,57,Introductory,Business Finance,2017-03-14 18:30:55+00:00
1062092,Emini ES Futures - Advanced Non Directional Options Trading,True,200,1057,15,All,Business Finance,2017-01-11 20:48:19+00:00
891484,Forex Trading - Advanced Fundamental Analysis,True,20,1754,100,Intermediate,Business Finance,2016-06-30 17:06:46+00:00
1217064,How To Invest With Tiny Capital In Stocks ?,True,20,1239,5,Introductory,Business Finance,2017-05-23 16:07:09+00:00
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,True,95,2493,276,All,Business Finance,2015-01-31 19:02:09+00:00
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,True,150,2602,402,Introductory,Business Finance,2015-10-28 17:32:56+00:00
474928,Intermediate Options trading concepts for Stocks and Options,True,40,2000,30,All,Business Finance,2015-04-13 20:28:04+00:00
1148774,Options Trading 101: The Basics,False,0,1514,66,Introductory,Business Finance,2017-03-23 22:19:57+00:00
959144,Practical Accounts APP Overview,True,20,1361,1,Intermediate,Business Finance,2016-10-04 23:38:32+00:00
1233350,Bitcoin Profits for Beginners,True,100,61,18,Introductory,Business Finance,2017-06-09 17:01:05+00:00
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,True,75,1513,31,All,Business Finance,2015-08-04 19:16:51+00:00
724062,Financial Statements Basics,True,20,1374,19,Introductory,Business Finance,2016-01-14 18:58:56+00:00
474212,High performance Stock Trading using key Options techniques,True,40,2103,15,All,Business Finance,2015-04-12 22:28:45+00:00
771276,Introduction to Financial Statement Analysis,True,20,1480,25,Introductory,Business Finance,2016-03-21 17:00:37+00:00
388164,Basics of Economics (College Level),True,25,2516,12,All,Business Finance,2015-01-08 13:55:52+00:00
133536,Stock Market Investing for Beginners,False,0,50855,2698,Introductory,Business Finance,2013-12-25 19:53:34+00:00
655300,Accounting for Beginners : Learn Basics in under 1 Hour,True,50,1971,13,Introductory,Business Finance,2015-12-03 17:08:10+00:00
949504,Straddle Options Trading - Profit in Any Market Direction,True,200,837,9,All,Business Finance,2016-10-03 17:32:40+00:00
265960,Fundamentals of Forex Trading,False,0,17160,620,All,Business Finance,2014-08-29 20:10:38+00:00
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",True,195,1723,38,Introductory,Business Finance,2015-12-14 18:29:57+00:00
923616,Website Investing 101 - Buying & Selling Online Businesses,False,0,6811,151,All,Business Finance,2016-08-05 17:03:15+00:00
741898,Practical Accounts & Bookkeeping Automated Overview ,True,20,2060,17,All,Business Finance,2016-01-28 21:43:31+00:00
381330,Live Account - ETF Trading System - Hacking The Stock Market,True,150,2318,19,All,Business Finance,2014-12-31 03:29:21+00:00
545918,Stock Market Leverage: How to Start Trading Options Wisely,True,95,2153,14,Introductory,Business Finance,2015-07-27 18:39:51+00:00
191854,Stock Market Foundations,False,0,19339,794,Introductory,Business Finance,2014-03-31 21:35:06+00:00
471546,Crash Course on Working Capital Management,True,20,3177,8,All,Business Finance,2015-04-16 17:35:54+00:00
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,True,150,1535,16,All,Business Finance,2016-06-03 17:42:27+00:00
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,True,20,1027,29,All,Business Finance,2016-07-18 22:38:56+00:00
1191504,How to create a routine Trading,True,25,307,8,All,Business Finance,2017-05-01 18:50:43+00:00
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",True,150,2096,48,All,Business Finance,2015-08-24 22:16:54+00:00
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,True,50,1315,48,Introductory,Business Finance,2015-11-18 22:40:10+00:00
151668,Introduction to Financial Modeling,False,0,29167,1463,Intermediate,Business Finance,2014-05-27 16:22:16+00:00
1105344,Quantitative Aptitude for Banking & Competitive Examinations,True,50,1056,1,All,Business Finance,2017-02-09 19:33:52+00:00
44836,Option Spreads and Credit Spreads Bundle,True,180,2212,194,Advanced,Business Finance,2013-03-05 18:27:38+00:00
840300,B Com Accountancy I (Paper ECO 02 IGNOU),True,50,2946,6,All,Business Finance,2016-05-05 23:07:43+00:00
1100054,FOREX TRADING - Learn in a quick + profitable way + support,True,100,271,48,All,Business Finance,2017-02-20 23:45:20+00:00
421054,Auditing Basics (Professional Course Level),True,25,3771,10,All,Business Finance,2015-02-13 14:37:18+00:00
528784,Stock market Investing Encyclopedia: How to invest in stocks,True,200,3143,11,Intermediate,Business Finance,2015-11-10 22:55:53+00:00
637430,Learn the basics of preparing accounting statements,True,20,1951,30,Intermediate,Business Finance,2015-10-13 21:07:22+00:00
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,True,90,4022,35,Advanced,Business Finance,2016-12-15 15:49:13+00:00
777444,Corporate Finance - A Brief Introduction,False,0,11724,649,Introductory,Business Finance,2016-03-04 05:58:09+00:00
474238,Excel functions to analyze and visualize data,True,20,2283,54,Intermediate,Business Finance,2015-04-20 18:52:32+00:00
1245244,Building Financial Statements in Excel,True,35,1181,1,Introductory,Business Finance,2017-06-29 23:34:42+00:00
1051570,Transfer Pricing A Complete Analysis,True,50,1852,3,All,Business Finance,2016-12-28 18:19:16+00:00
262370,Accounting: Get Hired Without Work Experience,True,100,4661,187,All,Business Finance,2014-09-01 21:43:47+00:00
1188178,Forex Trading for Beginners - Basics,True,50,989,9,All,Business Finance,2017-04-24 16:42:56+00:00
824592,Basic Bookkeeping Hacks,True,20,5841,16,All,Business Finance,2016-06-14 15:43:23+00:00
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),True,200,1087,14,All,Business Finance,2017-03-23 05:54:27+00:00
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",True,200,611,4,Introductory,Business Finance,2017-06-07 17:15:07+00:00
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",True,60,1922,149,All,Business Finance,2016-01-21 01:25:31+00:00
252396,How to Pick The Right Penny Stocks To Invest In 2017,True,150,9015,65,All,Business Finance,2014-07-01 20:04:27+00:00
1198166,Top 10 Trading Ideas in the Equities Market,True,20,661,4,All,Business Finance,2017-05-02 21:59:07+00:00
920604,Intro to Financial Modeling,True,105,1077,110,Introductory,Business Finance,2016-08-19 20:12:24+00:00
215728,Shark Accounting - Building a Business by the Numbers!,True,20,6050,140,Introductory,Business Finance,2014-05-18 19:08:04+00:00
722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,True,150,3523,46,All,Business Finance,2016-01-10 21:39:39+00:00
48841,Accounting in 60 Minutes - A Brief Introduction,False,0,56659,4397,Introductory,Business Finance,2013-04-07 21:39:25+00:00
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,True,100,1444,101,Introductory,Business Finance,2016-07-25 16:08:07+00:00
317030,Learn how to double your Forex Trading Account in one trade,True,60,2900,424,Intermediate,Business Finance,2014-10-19 22:04:51+00:00
891490,"Accounting Superpowers: Learn Accounts, Understand Business!",True,200,1437,96,Introductory,Business Finance,2016-08-08 22:23:09+00:00
1070886,Python Algo Trading: FX Trading with Oanda,True,200,453,42,Intermediate,Business Finance,2017-03-14 00:39:45+00:00
812616,Save on Your Taxes,True,20,2437,12,All,Business Finance,2016-11-16 17:38:38+00:00
407984,Financial Model Basics: Build a model from start to finish,True,30,5057,142,Introductory,Business Finance,2015-02-06 07:12:25+00:00
214046,Option Trading for Rookies: The Covered Call Option Strategy,True,95,6092,25,Introductory,Business Finance,2016-11-03 05:22:20+00:00
512400,EFT for Stock Options Trading Success & Making Better Trades,True,95,4530,13,All,Business Finance,2015-08-06 19:08:20+00:00
377370,Learn to Trade the Stock Market without Blowing Your Profits,True,60,6967,16,All,Business Finance,2017-05-02 20:53:24+00:00
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,True,20,727,11,Introductory,Business Finance,2017-04-26 18:17:51+00:00
945750,Fundamentals of Accounting,True,20,1560,43,All,Business Finance,2016-08-31 22:03:44+00:00
1085580,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",True,200,1047,9,All,Business Finance,2017-01-26 22:55:27+00:00
1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,True,125,1045,2,Intermediate,Business Finance,2017-04-24 21:59:45+00:00
402836,Accounting 101: How to read an Accounting Balance Sheet,True,200,3050,86,Introductory,Business Finance,2015-01-27 09:27:49+00:00
588764,Stock Options Day Trading Mindset for Success,True,200,2988,21,All,Business Finance,2015-09-29 19:15:24+00:00
576946,Introduction to bookkeeping and Accounting,True,35,2623,158,Introductory,Business Finance,2015-08-21 20:33:25+00:00
543242,Learn to Trade The News,True,200,1924,351,All,Business Finance,2015-07-16 22:03:29+00:00
502240,"Value Investing, Taught by Six Superinvestors",True,200,3804,267,All,Business Finance,2015-06-19 21:22:17+00:00
598266,Trading for everyone - The Independent Investor Course I,True,120,4133,15,Introductory,Business Finance,2015-10-08 20:23:36+00:00
814068,Get Acquired: Learn From The Head Of Acquisitions For eBay,True,195,1420,70,All,Business Finance,2016-04-28 18:04:46+00:00
1076920,Stock Market investment: Practical Accounting,True,125,1120,6,Introductory,Business Finance,2017-01-23 17:04:49+00:00
1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",True,200,668,12,All,Business Finance,2017-02-07 00:45:51+00:00
441112,Accounting Basics in 66 Minutes (absolutely for beginners),True,25,4086,31,All,Business Finance,2015-03-08 21:13:13+00:00
1022108,"Tax Accounting: Difficult Topic, Made Easy to Understand",True,200,1033,10,All,Business Finance,2017-01-11 16:17:20+00:00
1028030,Analysis of Company Financial Statements,True,20,832,34,All,Business Finance,2016-12-07 20:19:37+00:00
1018380,Forex Trading Like Banks – Step by Step with Live Examples,True,195,677,45,All,Business Finance,2016-12-18 16:13:47+00:00
575676,Fundamentals of Investing!,True,20,3125,54,Introductory,Business Finance,2015-08-09 18:34:30+00:00
1105216,Bank Financial Management A Comprehensive Study,True,50,1081,6,All,Business Finance,2017-02-10 00:51:57+00:00
936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,True,200,1645,25,All,Business Finance,2016-09-07 20:33:30+00:00
43441,"Master 'Technical Analysis and Chart reading skills Bundle""",True,120,3348,352,All,Business Finance,2013-02-25 21:38:29+00:00
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,True,200,939,7,All,Business Finance,2017-02-10 22:40:57+00:00
584410,The Ultimate Guide to Dividend & Dividend Growth Investing,True,200,2115,59,All,Business Finance,2015-11-13 18:10:25+00:00
625568,Charting for Beginners 101: Technical Analysis Demystified,True,45,2230,102,All,Business Finance,2015-10-09 21:27:49+00:00
297742,Build a DCF Valuation Model,True,50,2053,234,All,Business Finance,2014-10-01 18:49:29+00:00
24877,Introductory Financial Accounting,True,80,1793,265,Introductory,Business Finance,2012-10-03 03:20:10+00:00
1188742,Introduction to Cryptocurrencies and Blockchain,False,0,3775,138,Introductory,Business Finance,2017-05-01 21:18:54+00:00
597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,True,200,521,67,All,Business Finance,2016-02-24 17:30:41+00:00
415802,Accounting Standards Basics (Professional Course Level),True,20,2222,9,All,Business Finance,2015-02-07 15:06:57+00:00
323950,Use the Magic Multiple Moving Average Forex Trading system,True,50,1097,252,Intermediate,Business Finance,2014-11-08 02:21:54+00:00
488818,QuickBooks 2015 Training for Newbies,True,200,2506,21,Introductory,Business Finance,2015-05-11 23:16:54+00:00
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,True,120,975,23,Intermediate,Business Finance,2015-09-30 18:57:45+00:00
638980,Option Trading: How to Adjust Delta-Neutral Strangles!,True,145,1398,15,All,Business Finance,2015-10-19 23:01:15+00:00
599684,Profitable binary option trading strategy,True,195,1096,24,All,Business Finance,2015-10-29 00:34:09+00:00
332848,Tax Strategy: Financial Planning for Beginners,True,200,1703,59,All,Business Finance,2014-11-04 01:37:23+00:00
354324,Accounting 2 Simplified for You,True,45,1446,23,Introductory,Business Finance,2014-12-09 08:31:40+00:00
379682,Project Funding Modelling (for Professionals),True,20,2736,3,All,Business Finance,2014-12-29 09:00:17+00:00
319020,Investing: How I Consistently Beat The Stock Market,True,200,2000,31,All,Business Finance,2014-12-11 20:35:05+00:00
713258,Bookkeeping Basics:  Understand the Fundamentals,True,75,853,45,Introductory,Business Finance,2016-11-06 22:33:44+00:00
537884,Leasing - A Comprehensive Study (Professional Course Level),True,20,3094,2,All,Business Finance,2015-07-17 22:10:39+00:00
919906,Trading Options For Consistent Returns: Options Basics,False,0,4077,281,Introductory,Business Finance,2016-08-18 21:57:04+00:00
46010,TechniTrader Leading Hybrid Indicator Trading,True,20,4117,54,Intermediate,Business Finance,2013-04-04 21:36:10+00:00
777932,Financial modeling: Build a DCF equity valuation model,True,20,1369,17,All,Business Finance,2016-03-06 21:33:58+00:00
773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),True,150,1224,42,All,Business Finance,2016-03-23 21:13:52+00:00
221306,Accounting Is Easy (for Beginners),True,20,3870,12,All,Business Finance,2014-05-20 18:13:38+00:00
830994,Non Directional Weekly Options Trading System - ETF & Emini,True,200,897,22,All,Business Finance,2016-05-24 15:43:06+00:00
723510,The Complete Position Trading Course: Position Trading Stock,True,45,1311,36,All,Business Finance,2016-01-15 18:10:47+00:00
42643,Master Iron Condors - Double the credit for half the risk,True,60,1338,139,Advanced,Business Finance,2013-03-02 13:27:41+00:00
411778,Basics of investing in Mutual Funds,True,20,1589,26,Intermediate,Business Finance,2015-03-03 01:22:39+00:00
366514,A Value Investing Approach to the Stock Market,True,20,1189,12,All,Business Finance,2015-02-19 20:40:23+00:00
471588,Learn how to INVEST for huge profits or make it big trading!,True,50,701,12,All,Business Finance,2015-06-19 22:49:13+00:00
390096,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",True,50,1105,3,Intermediate,Business Finance,2015-02-11 06:52:30+00:00
607876,Mastering Candlestick Charting : High Probability Trading,True,50,123,16,All,Business Finance,2015-09-22 00:05:53+00:00
249950,Binary Options Course - Level 2,False,0,5874,207,Intermediate,Business Finance,2014-06-26 02:00:55+00:00
792216,Stock Technical Analysis with R,True,50,354,32,All,Business Finance,2016-03-18 20:46:05+00:00
45139,"Get to know the VIX Index (aka 'The Fear Index)""",True,60,727,64,All,Business Finance,2013-03-08 11:42:48+00:00
692176,Apply finance concepts for smart project management,False,0,3465,161,Introductory,Business Finance,2016-02-23 21:05:46+00:00
1224262,Introduction to Futures Trading and Live Trade Demonstration,True,60,54,4,Advanced,Business Finance,2017-05-24 14:16:09+00:00
598094,Crowdfunding to Win,True,40,627,15,All,Business Finance,2015-09-23 22:16:35+00:00
40039,Comprehensive Forex Mastery Program,True,45,650,107,All,Business Finance,2013-02-07 19:50:45+00:00
1266148,Preparation of Consolidated Financial Statements (Basic),False,0,965,0,Intermediate,Business Finance,2017-06-28 20:37:13+00:00
791422,Succeed in Bonds Even if You Don't Know Where to Start,True,200,1113,6,All,Business Finance,2017-02-03 04:34:07+00:00
352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,True,95,739,28,All,Business Finance,2014-12-23 15:28:09+00:00
791436,Succeed in Lotto Even if You Don't Know Where to Start!,True,20,1201,12,All,Business Finance,2017-05-11 22:19:28+00:00
537878,CFA Corporate Finance Level 2,True,50,2474,6,All,Business Finance,2015-07-07 20:35:21+00:00
923184,Pin Bars: The Most Powerful Forex Trading Signal,True,200,494,16,All,Business Finance,2016-08-10 13:10:13+00:00
476256,Stock Options Trades Using Interactive Brokers,True,95,1580,26,Intermediate,Business Finance,2015-09-07 20:21:39+00:00
552504,Introduction to Options - Strategies For Consistent Profits,True,40,617,44,All,Business Finance,2015-08-16 22:14:02+00:00
537888,Risk in Forex Transactions - for CA / CS / CFA exams,True,20,2235,3,All,Business Finance,2015-09-29 17:27:02+00:00
385686,Basics of Business Statistics (College Level),True,20,2293,9,All,Business Finance,2015-01-06 13:05:53+00:00
738900,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",True,200,1094,8,Introductory,Business Finance,2016-03-30 04:56:57+00:00
57415,Interpreting Financial Statements,True,20,1449,29,Introductory,Business Finance,2013-06-06 21:50:57+00:00
155344,Introduction to Bookkeeping (Accounting),True,20,3251,10,Introductory,Business Finance,2014-01-31 20:40:36+00:00
42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,True,60,607,55,Intermediate,Business Finance,2013-03-05 11:31:37+00:00
511952,Investment Banking: How to Land a Job on Wall Street,True,75,1218,30,All,Business Finance,2015-06-11 19:09:17+00:00
530246,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,True,20,1132,33,All,Business Finance,2015-07-20 23:48:08+00:00
862786,Financial modeling: Build a multiples valuation model,True,20,656,17,All,Business Finance,2016-05-30 18:00:22+00:00
165122,Trade Recap I - A Real Look at Futures Options Markets,True,20,3339,4,Introductory,Business Finance,2014-02-17 09:22:13+00:00
530768,Advanced Stock Options for Serious Equity Investors!,True,200,1271,23,Advanced,Business Finance,2015-09-22 19:48:31+00:00
218416,Trading Binary Options for Fun and Profit,True,20,1574,24,All,Business Finance,2015-02-21 00:36:13+00:00
